,Product Name,Price,Processor,Brand,RAM,Rating,Storage,Windows,Color,Discount,Screen Size
180,acer Aspire 3,"31,999",Intel Core Celeron,ACER,12GB,3.5,512GB,Windows 11,Silver,,
181,ASUS Gaming V16 (2025),"99,990",N/A,ASUS,16GB,5.0,512GB,Windows 11,Black,,
182,HP 15,"54,990",Intel Core i5-1334U,HP,16GB,3.9,512GB,Windows 11,Silver,,
183,HP 15,"69,990",N/A,HP,16GB,4.0,1TB,Windows 11,Silver,,
184,ULTIMUS APEX Laptop Intel Pentium Quad Core 8 GB DDR3 512 GB SSD Expandable~1TB 14.1 HD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,"18,990",Intel Pentium,ULTIMUS,8GB,3.4,512GB,Windows 11,Silver,,
185,Lenovo IdeaPad Slim 3,"51,325",Intel Core i5-12450H,LENOVO,16GB,4.2,512GB,Windows 11,Grey,,
186,HP 15,"56,990",AMD Ryzen 7 7735HS,HP,16GB,4.0,512GB,Windows 11,Silver,,
187,Primebook 2 Max 2025 (New Launch),"22,990",MediaTek,PRIMEBOOK,8GB,4.3,8GB,N/A,Gray,,
188,HP Victus,"62,990",AMD Ryzen 7 7445HS,HP,16GB,4.2,512GB,Windows 11,Silver,,
189,"Lenovo V15 Intel Core i3 13th Gen (16GB RAM/512GB SSD/Windows 11 Home/Office 2024/Iron Grey) 15.6"" FHD (1920x1080) Antiglare 250 Nits Thin & Light Laptop/1Y Onsite/1.65 kg",N/A,Intel Core i3,LENOVO,16GB,4.0,512GB,Windows 11,Grey,,
190,"Lenovo V15 G4 15.6"" FHD Business Laptop Computer","57,900",N/A,LENOVO,16GB,4.5,16GB,Windows 11,N/A,,
191,Thomson NEO 14.1 Inch IN-P14C Intel Celeron Dual Core N4020 Processor & Window 11 Notebook (8 GB RAM DDR4/ 256 GB SSD/Numeric Touch Pad/1MP Webcam/Silver),"14,990",Intel Celeron,THOMSON,8GB,3.0,256GB,N/A,Silver,,
192,HP Omen,"1,55,490",AMD Ryzen 9 8940HX,HP,24GB,4.2,1TB,Windows 11,Black,,
193,HP Smartchoice Victus,"1,05,990",Intel Core i7-13620H,HP,24GB,4.0,1TB,Windows 11,Silver,,
194,Microsoft New Surface Pro (11th Edition) - Windows 11 Home Copilot + PC - 13” OLED PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 32GB RAM - 1TB SSD - Platinum - ZID-00014,"2,43,990",Qualcomm Snapdragon,MICROSOFT,32GB,2.9,1TB,Windows 11,Platinum,,
195,ASUS Vivobook S16,"67,990",N/A,ASUS,16GB,4.3,512GB,Windows 11,Metallic,,
196,Primebook 2 Pro 2025 (New Launch),"19,990",MediaTek,PRIMEBOOK,8GB,4.4,8GB,N/A,Gray,,
197,HP 15,"60,490",Intel Core i5-13420H,HP,16GB,4.0,512GB,Windows 11,Silver,,
198,HP OmniBook 5 OLED (Previously Pavilion),"66,990",N/A,HP,16GB,4.1,512GB,Windows 11,Silver,,
199,HP OmniBook 7 OLED,"86,490",N/A,HP,16GB,3.7,1TB,Windows 11,Silver,,
200,HP 15 255R G10,"38,990",AMD Ryzen 5 7535U Hexa Core,HP,N/A,4.5,512GB,Windows 11,Silver,,
201,ASUS Vivobook S16,"67,990",N/A,ASUS,16GB,4.3,512GB,Windows 11,Metallic,,
202,Primebook 2 Pro 2025 (New Launch),"19,990",MediaTek,PRIMEBOOK,8GB,4.4,8GB,N/A,N/A,,
203,HP Pavilion x360,"77,490",Intel Core i5-1335U,HP,16GB,3.9,1TB,Windows 11,Silver,,
204,HP 15,"67,990",Intel Core i7-1355U,HP,16GB,4.0,512GB,Windows 11,Silver,,
205,MSI Raider 18,"4,99,990",N/A,MSI,N/A,3.0,4TB,Windows 11,Black,,
206,"DELL 14 (2026) Intel Core 3 14th Gen 100U - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021","45,299",N/A,DELL,16GB,5.0,512GB,Windows 11,Blue,,
207,Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg),"74,090",Intel Core i5-13420H,LENOVO,16GB,4.1,512GB,Windows 11,Grey,,
208,HP 15,"56,990",AMD Ryzen 7 7735HS,HP,16GB,4.0,512GB,Windows 11,Silver,,
209,"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg)","45,490",Intel Core i3,LENOVO,8GB,3.8,512GB,Windows 11,Grey,,
210,ASUS Vivobook 15,"36,990",Intel Core i3-1315U,ASUS,8GB,4.2,512GB,Windows 11,Silver,,
211,acer SmartChoice ALG,"62,990",Intel Core i5-13420H,ACER,6GB,4.0,512GB,Windows 11,Gray,,
212,MSI Crosshair 16 HX,"1,69,926",N/A,MSI,N/A,3.8,1TB,Windows 11,Gray,,
213,Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Windows 11/Lenovo AI Now/Copilot+PC/Office Home 2024/Digital Pen 2/Grey/1.5Kg),"99,990",AMD Ryzen AI 7 350,LENOVO,24GB,4.1,1TB,Windows 11,Grey,,
214,Dell 15,"39,990",N/A,DELL,8GB,4.0,512GB,Windows 11,Black,,
215,HP Victus,"80,490",Intel Core i5-14450HX,HP,24GB,3.9,512GB,Windows 11,Silver,,
216,"Samsung Galaxy Book 4 15.6"" Full HD","55,150",Intel Core i5,SAMSUNG,16GB,4.9,512GB,Windows 11,Silver,,
217,HP 15,"39,990",Intel Core i3-1315U-13th,HP,8GB,3.9,512GB,Windows 11,Silver,,
218,HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops,"68,990",AMD Ryzen AI 5 340,HP,16GB,4.0,512GB,Windows 11,Silver,,
219,Primebook 2 Max 2025 (New Launch),"22,990",MediaTek,PRIMEBOOK,8GB,4.3,8GB,N/A,Gray,,
220,HP OmniBook 5 OLED (Previously Pavilion),"66,990",N/A,HP,16GB,4.1,512GB,Windows 11,Silver,,
221,HP OmniBook 7 OLED,"86,490",N/A,HP,16GB,3.7,1TB,Windows 11,Silver,,
222,"EBook 11.6"" HD Laptop","10,990",N/A,EBOOK,4GB,3.8,4GB,Windows 11,Black,,
223,"BrowseBook 14.1"" FHD IPS Laptop","12,990",N/A,BROWSEBOOK,4GB,3.0,128GB,Windows 11,Grey,,
224,HP 15,"41,990",Intel Core i3-1315U,HP,12GB,4.1,512GB,Windows 11,Silver,,
225,JioBook 11 with Lifetime Office,"10,990",Mediatek,JIOBOOK,4GB,2.9,4GB,N/A,Blue,,
226,Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg),N/A,Intel Celeron,LENOVO,4GB,3.9,4GB,N/A,Blue,,
227,HP 15,"36,990",AMD Ryzen 3 7320U,HP,8GB,4.0,512GB,Windows 11,Silver,,
228,ASUS Vivobook Go 14,"34,670",AMD Ryzen 3 7320U,ASUS,8GB,4.1,512GB,Windows 11,Black,,
229,"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display","29,990",Intel Celeron,HP,N/A,3.3,512GB,Windows 11,Black,,
230,Dell 15,"51,990",AMD Ryzen 7,DELL,16GB,3.6,512GB,Windows 11,Platinum,,
231,HP 15,"56,990",AMD Ryzen 7 7735HS,HP,16GB,4.0,512GB,Windows 11,Silver,,
232,HP 15 Consumer Series Laptop,"41,990",Intel Core i3-1315U,HP,12GB,4.1,512GB,Windows 11,Silver,,
233,Thomson NEO 14.1 Inch IN-N14C Intel Celeron Dual Core N4020 Processor Windows 11 Home Notebook (8 GB RAM DDR4/ 256 GB SSD/Thin & Light Weight/Silver/Non Stop Performance Beyond 15 Hrs),"17,990",Intel Celeron,THOMSON,8GB,4.5,256GB,Windows 11,Silver,,
234,ASUS Vivobook 14,"36,675",Intel Core i3,ASUS,8GB,3.9,512GB,Windows 11,Silver,,
235,ASUS Vivobook 15 (2025),"49,820",AMD Ryzen 7 7730U Thin,ASUS,16GB,4.3,512GB,Windows 11,Blue,,
236,HP Chromebook X360 Intel Celeron N4020 14 inch(35.6 cm) Micro-Edge,"25,990",Intel Celeron,HP,4GB,3.9,4GB,N/A,N/A,,
237,Dell 15,"42,990",Intel Core i3,DELL,16GB,3.9,512GB,Windows 11,Grey,,
238,Thomson NEO 14.1 Inch IN-P14C Intel Celeron Dual Core N4020 Processor & Window 11 Home Notebook (4 GB RAM DDR4/ 128 GB SSD/Numeric Touch Pad/Thin & Light Weight/Silver),"12,990",Intel Celeron,THOMSON,4GB,3.0,128GB,N/A,Silver,,
239,HP 15 Laptop,"49,990",AMD Ryzen 7 5825U,HP,16GB,3.9,512GB,Windows 11,Silver,,
240,HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops,"68,990",AMD Ryzen AI 5 340,HP,16GB,4.0,512GB,Windows 11,Silver,,
241,"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg)","45,490",Intel Core i3,LENOVO,8GB,3.8,512GB,Windows 11,Grey,,
242,HP OmniBook 5 OLED (Previously Pavilion),"66,990",N/A,HP,16GB,4.1,512GB,Windows 11,Silver,,
243,"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg)","45,490",Intel Core i3,LENOVO,8GB,3.8,512GB,Windows 11,Grey,,
244,Walker Best Student & Office Work Laptop,"16,990",Intel Celeron,WALKER,8GB,3.0,256GB,Windows 11,Silver,,
245,HP Smartchoice Omen AMD Ryzen 7 7840Hs,"1,26,220",AMD Ryzen 7 7840Hs,HP,16GB,4.0,1TB,Windows 11,Black,,
246,acer Aspire 3,"31,999",Intel Core Celeron,ACER,12GB,3.5,512GB,Windows 11,Silver,,
247,ASUS Gaming V16 (2025),"99,990",N/A,ASUS,16GB,5.0,512GB,Windows 11,Black,,
248,HP 15,"54,990",Intel Core i5-1334U,HP,16GB,3.9,512GB,Windows 11,Silver,,
249,HP 15,"69,990",N/A,HP,16GB,4.0,1TB,Windows 11,Silver,,
250,ULTIMUS APEX Laptop Intel Pentium Quad Core 8 GB DDR3 512 GB SSD Expandable~1TB 14.1 HD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,"18,990",Intel Pentium,ULTIMUS,8GB,3.4,512GB,Windows 11,Silver,,
251,Lenovo IdeaPad Slim 3,"51,325",Intel Core i5-12450H,LENOVO,16GB,4.2,512GB,Windows 11,Grey,,
252,HP 15,"56,990",AMD Ryzen 7 7735HS,HP,16GB,4.0,512GB,Windows 11,Silver,,
253,Primebook 2 Max 2025 (New Launch),"22,990",MediaTek,PRIMEBOOK,8GB,4.3,8GB,N/A,Gray,,
254,"Lenovo V15 Intel Core i3 13th Gen (16GB RAM/512GB SSD/Windows 11 Home/Office 2024/Iron Grey) 15.6"" FHD (1920x1080) Antiglare 250 Nits Thin & Light Laptop/1Y Onsite/1.65 kg",N/A,Intel Core i3,LENOVO,16GB,4.0,512GB,Windows 11,Grey,,
255,HP Victus,"62,990",AMD Ryzen 7 7445HS,HP,16GB,4.2,512GB,Windows 11,Silver,,
256,"Lenovo V15 G4 15.6"" FHD Business Laptop Computer","57,900",N/A,LENOVO,16GB,4.5,16GB,Windows 11,N/A,,
257,Thomson NEO 14.1 Inch IN-P14C Intel Celeron Dual Core N4020 Processor & Window 11 Notebook (8 GB RAM DDR4/ 256 GB SSD/Numeric Touch Pad/1MP Webcam/Silver),"14,990",Intel Celeron,THOMSON,8GB,3.0,256GB,N/A,Silver,,
258,HP Omen,"1,55,490",AMD Ryzen 9 8940HX,HP,24GB,4.2,1TB,Windows 11,Black,,
259,HP Smartchoice Victus,"1,05,990",Intel Core i7-13620H,HP,24GB,4.0,1TB,Windows 11,Silver,,
260,Microsoft New Surface Pro (11th Edition) - Windows 11 Home Copilot + PC - 13” OLED PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 32GB RAM - 1TB SSD - Platinum - ZID-00014,"2,43,990",Qualcomm Snapdragon,MICROSOFT,32GB,2.9,1TB,Windows 11,Platinum,,
261,ASUS Vivobook S16,"67,990",N/A,ASUS,16GB,4.3,512GB,Windows 11,Metallic,,
262,Primebook 2 Pro 2025 (New Launch),"19,990",MediaTek,PRIMEBOOK,8GB,4.4,8GB,N/A,Gray,,
263,HP 15,"60,490",Intel Core i5-13420H,HP,16GB,4.0,512GB,Windows 11,Silver,,
264,HP OmniBook 5 OLED (Previously Pavilion),"66,990",N/A,HP,16GB,4.1,512GB,Windows 11,Silver,,
265,HP 15,"56,990",AMD Ryzen 7 7735HS,HP,16GB,4.0,512GB,Windows 11,Silver,,
266,HP 15 255R G10,"38,990",AMD Ryzen 5 7535U Hexa Core,HP,N/A,4.5,512GB,Windows 11,Silver,,
267,HP 15,"67,990",Intel Core i7-1355U,HP,16GB,4.0,512GB,Windows 11,Silver,,
268,ASUS Vivobook 15,"36,990",Intel Core i3-1315U,ASUS,8GB,4.2,512GB,Windows 11,Silver,,
269,"DELL 14 (2026) Intel Core 3 14th Gen 100U - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021","45,299",N/A,DELL,16GB,5.0,512GB,Windows 11,Blue,,
270,MSI Raider 18,"4,99,990",N/A,MSI,N/A,3.0,4TB,Windows 11,Black,,
271,Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg),"74,090",Intel Core i5-13420H,LENOVO,16GB,4.1,512GB,Windows 11,Grey,,
272,acer SmartChoice ALG,"62,990",Intel Core i5-13420H,ACER,6GB,4.0,512GB,Windows 11,Gray,,
273,MSI Crosshair 16 HX,"1,69,926",N/A,MSI,N/A,3.8,1TB,Windows 11,Gray,,
274,"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg)","45,490",Intel Core i3,LENOVO,8GB,3.8,512GB,Windows 11,Grey,,
275,Primebook 2 Max 2025 (New Launch),"22,990",MediaTek,PRIMEBOOK,8GB,4.3,8GB,N/A,Gray,,
276,"Samsung Galaxy Book 4 15.6"" Full HD","55,150",Intel Core i5,SAMSUNG,16GB,4.9,512GB,Windows 11,Silver,,
277,HP Victus,"80,490",Intel Core i5-14450HX,HP,24GB,3.9,512GB,Windows 11,Silver,,
278,Dell 15,"39,990",N/A,DELL,8GB,4.0,512GB,Windows 11,Black,,
279,HP Professional 14 (2025),"44,050",Intel Core i3,HP,N/A,5.0,512GB,Windows 11,Silver,,
280,HP 15,"39,990",Intel Core i3-1315U-13th,HP,8GB,3.9,512GB,Windows 11,Silver,,
281,ASUS Vivobook 15 (2025),"37,927",Intel Core i3-1315U,ASUS,8GB,5.0,512GB,Windows 11,Silver,,
282,ASUS Zenbook 14,"1,14,990",N/A,ASUS,N/A,4.1,32GB,Windows 11,Blue,,
283,HP Omen,"1,31,490",Intel Core i7-14700HX,HP,16GB,3.4,1TB,Windows 11,Silver,,
284,Primebook 2 Pro 2025 (New Launch),"19,990",MediaTek,PRIMEBOOK,8GB,4.4,8GB,N/A,Gray,,
285,HP 15,"60,490",Intel Core i5-13420H,HP,16GB,4.0,512GB,Windows 11,Silver,,
